area_name,parent_area,parent_slug,url,type
清瀬駅,西東京・東久留米・清瀬,nishitokyo,/nishitokyo/kiyose-station/all/,station
田無駅,西東京・東久留米・清瀬,nishitokyo,/nishitokyo/tanashi-station/all/,station
稲田堤駅・京王稲田堤駅,登戸・向ヶ丘遊園,noborito,/noborito/inadazutsumi-station/all/,station
向ヶ丘遊園駅,登戸・向ヶ丘遊園,noborito,/noborito/mukogaokayuen-station/all/,station
登戸駅,登戸・向ヶ丘遊園,noborito,/noborito/noborito-station/all/,station
新百合ヶ丘駅,登戸・向ヶ丘遊園,noborito,/noborito/shinyurigaoka-station/all/,station
百合ヶ丘駅,登戸・向ヶ丘遊園,noborito,/noborito/yurigaoka-station/all/,station
小田原駅,小田原,odawara,/odawara/odawara-station/all/,station
東戸塚駅,大船・戸塚,ofuna,/ofuna/higashitotsuka-station/all/,station
上永谷駅,大船・戸塚,ofuna,/ofuna/kaminagaya-station/all/,station
上大岡駅,大船・戸塚,ofuna,/ofuna/kamiooka-station/all/,station
港南台駅,大船・戸塚,ofuna,/ofuna/konandai-station/all/,station
大船駅,大船・戸塚,ofuna,/ofuna/ofuna-station/all/,station
追浜駅,大船・戸塚,ofuna,/ofuna/oppama-station/all/,station
杉田駅・新杉田駅,大船・戸塚,ofuna,/ofuna/sugita-station/all/,station
戸塚駅,大船・戸塚,ofuna,/ofuna/totsuka-station/all/,station
逗子駅,大船・戸塚,ofuna,/ofuna/zushi-station/all/,station
阿佐ヶ谷駅,荻窪・阿佐ヶ谷,ogikubo,/ogikubo/asagaya-station/all/,station
西荻窪駅,荻窪・阿佐ヶ谷,ogikubo,/ogikubo/nishiogikubo-station/all/,station
荻窪駅,荻窪・阿佐ヶ谷,ogikubo,/ogikubo/ogikubo-station/all/,station
新大久保駅・大久保駅,大久保・高田馬場,okubo,/okubo/okubo-station/all/,station
高田馬場駅・西早稲田駅,大久保・高田馬場,okubo,/okubo/takadanobaba-station/all/,station
東大宮駅,大宮・さいたま,omiya,/omiya/higashiomiya-station/all/,station
日進駅,大宮・さいたま,omiya,/omiya/nisshin-station/all/,station
大宮駅,大宮・さいたま,omiya,/omiya/omiya-station/all/,station
さいたま新都心駅,大宮・さいたま,omiya,/omiya/saitamashintoshin-station/all/,station
土呂駅,大宮・さいたま,omiya,/omiya/toro-station/all/,station
上板橋駅,東武東上線・大山・下赤塚,ooyama,/ooyama/kamiitabashi-station/all/,station
中板橋駅,東武東上線・大山・下赤塚,ooyama,/ooyama/nakaitabashi-station/all/,station
成増駅,東武東上線・大山・下赤塚,ooyama,/ooyama/narimasu-station/all/,station
大山駅,東武東上線・大山・下赤塚,ooyama,/ooyama/ooyama-station/all/,station
下赤塚駅,東武東上線・大山・下赤塚,ooyama,/ooyama/shimoakatsuka-station/all/,station
東武練馬駅,東武東上線・大山・下赤塚,ooyama,/ooyama/tobunerima-station/all/,station
ときわ台駅,東武東上線・大山・下赤塚,ooyama,/ooyama/tokiwadai-station/all/,station
福島駅,大阪キタ・梅田,osakakita,/osakakita/fukushima-station/all/,station
東梅田駅,大阪キタ・梅田,osakakita,/osakakita/higashiumeda-station/all/,station
西梅田駅・北新地駅,大阪キタ・梅田,osakakita,/osakakita/nishiumeda-station/all/,station
野田駅,大阪キタ・梅田,osakakita,/osakakita/noda-station/all/,station
梅田駅,大阪キタ・梅田,osakakita,/osakakita/umeda-station/all/,station
大国町駅,難波・日本橋,osakaminami,/osakaminami/daikokucho-station/all/,station
恵美須町駅,難波・日本橋,osakaminami,/osakaminami/ebisucho-station/all/,station
難波駅（なんば）,難波・日本橋,osakaminami,/osakaminami/nanba-station/all/,station
日本橋駅（大阪）,難波・日本橋,osakaminami,/osakaminami/nipponbashi-station/all/,station
桜川駅,難波・日本橋,osakaminami,/osakaminami/sakuragawa-station/all/,station
新今宮駅,難波・日本橋,osakaminami,/osakaminami/shinimamiya-station/all/,station
天下茶屋駅,難波・日本橋,osakaminami,/osakaminami/tengachaya-station/all/,station
味鋺駅,小田井・比良,otai,/otai/ajima-station/all/,station
味美駅,小田井・比良,otai,/otai/ajiyoshi-station/all/,station
比良駅,小田井・比良,otai,/otai/hira-station/all/,station
浄心駅,小田井・比良,otai,/otai/joshin-station/all/,station
小田井駅・上小田井駅,小田井・比良,otai,/otai/otai-station/all/,station
庄内通駅,小田井・比良,otai,/otai/shonaidori-station/all/,station
駒込駅,大塚・巣鴨・駒込,otsuka,/otsuka/komagome-station/all/,station
大塚駅,大塚・巣鴨・駒込,otsuka,/otsuka/otsuka-station/all/,station
新大塚駅,大塚・巣鴨・駒込,otsuka,/otsuka/shinotsuka-station/all/,station
巣鴨駅,大塚・巣鴨・駒込,otsuka,/otsuka/sugamo-station/all/,station
赤羽橋駅,六本木・麻布十番,roppongi,/roppongi/akabanebashi-station/all/,station
麻布十番駅,六本木・麻布十番,roppongi,/roppongi/azabujuban-station/all/,station
乃木坂駅,六本木・麻布十番,roppongi,/roppongi/nogizaka-station/all/,station
六本木駅,六本木・麻布十番,roppongi,/roppongi/roppongi-station/all/,station
淵野辺駅,相模原・橋本,sagamihara,/sagamihara/fuchinobe-station/all/,station
橋本駅,相模原・橋本,sagamihara,/sagamihara/hashimoto-station/all/,station
相模原駅,相模原・橋本,sagamihara,/sagamihara/sagamihara-station/all/,station
矢部駅,相模原・橋本,sagamihara,/sagamihara/yabe-station/all/,station
小田急相模原駅,相模大野・小田急相模原,sagamiono,/sagamiono/odakyusagamihara-station/all/,station
相模大野駅,相模大野・小田急相模原,sagamiono,/sagamiono/sagamiono-station/all/,station
青葉台駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/aobadai-station/all/,station
あざみ野駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/azamino-station/all/,station
センター北駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/centerkita-station/all/,station
センター南駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/centerminami-station/all/,station
宮崎台駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/miyazakidai-station/all/,station
長津田駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/nagatsuta-station/all/,station
鷺沼駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/saginuma-station/all/,station
たまプラーザ駅,鷺沼・たまプラーザ・青葉台,saginuma,/saginuma/tamapuraza-station/all/,station
丸の内駅・伏見駅,栄,sakae,/sakae/marunouchi-station/all/,station
栄駅・久屋大通駅,栄,sakae,/sakae/sakae-station/all/,station
矢場町駅,栄,sakae,/sakae/yabacho-station/all/,station
御陵前駅,堺・南大阪,sakai,/sakai/goryomae-station/all/,station
なかもず駅,堺・南大阪,sakai,/sakai/nakamozu-station/all/,station
堺駅,堺・南大阪,sakai,/sakai/sakai-station/all/,station
堺東駅,堺・南大阪,sakai,/sakai/sakaihigashi-station/all/,station
堺市駅,堺・南大阪,sakai,/sakai/sakaishi-station/all/,station
桜新町駅,三軒茶屋,sangenjaya,/sangenjaya/Sakurashimmachi-station/all/,station
池尻大橋駅,三軒茶屋,sangenjaya,/sangenjaya/ikejiri-station/all/,station
駒沢大学駅,三軒茶屋,sangenjaya,/sangenjaya/komazawadaigaku-station/all/,station
三軒茶屋駅北口・パティオ口,三軒茶屋,sangenjaya,/sangenjaya/sangenjaya-station-north/all/,station
三軒茶屋駅南口,三軒茶屋,sangenjaya,/sangenjaya/sangenjaya-station-south/all/,station
用賀駅,三軒茶屋,sangenjaya,/sangenjaya/yoga-station/all/,station
上井草駅,西武新宿線・上石神井,shakujii,/shakujii/kamiigusa-station/all/,station
上石神井駅,西武新宿線・上石神井,shakujii,/shakujii/kamishakujii-station/all/,station
武蔵関駅,西武新宿線・上石神井,shakujii,/shakujii/musashiseki-station/all/,station
鷺ノ宮駅,西武新宿線・上石神井,shakujii,/shakujii/saginomiya-station/all/,station
原宿駅・表参道駅・青山駅,渋谷・代々木・原宿,shibuya,/shibuya/harajuku-station/all/,station
北参道駅,渋谷・代々木・原宿,shibuya,/shibuya/kitasando-station/all/,station
渋谷駅,渋谷・代々木・原宿,shibuya,/shibuya/shibuya-station/all/,station
神泉駅,渋谷・代々木・原宿,shibuya,/shibuya/shinsen-station/all/,station
代々木駅,渋谷・代々木・原宿,shibuya,/shibuya/yoyogi-station/all/,station
朝霞駅,志木・みずほ台,shiki,/shiki/asaka-station/all/,station
朝霞台駅・北朝霞駅,志木・みずほ台,shiki,/shiki/asakadai-station/all/,station
ふじみ野駅,志木・みずほ台,shiki,/shiki/fujimino-station/all/,station
上福岡駅,志木・みずほ台,shiki,/shiki/kamifukuoka-station/all/,station
みずほ台駅,志木・みずほ台,shiki,/shiki/mizuhodai-station/all/,station
新座駅,志木・みずほ台,shiki,/shiki/niiza-station/all/,station
志木駅,志木・みずほ台,shiki,/shiki/shiki-station/all/,station
鶴瀬駅,志木・みずほ台,shiki,/shiki/tsuruse-station/all/,station
和光市駅,志木・みずほ台,shiki,/shiki/wakoshi-station/all/,station
千歳船橋駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/chitosefunabashi-station/all/,station
喜多見駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/kitami-station/all/,station
経堂駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/kyodo-station/all/,station
下北沢駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/shimokitazawa-station/all/,station
新代田駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/shindaita-station/all/,station
祖師ヶ谷大蔵駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/soshigayaokura-station/all/,station
代々木上原駅,小田急線沿線・下北沢,shimokitazawa,/shimokitazawa/yoyogiuehara-station/all/,station
浜松町駅・大門駅,品川・田町・浜松町,shinagawa,/shinagawa/hamamatsucho-station/all/,station
泉岳寺駅,品川・田町・浜松町,shinagawa,/shinagawa/sengakuji-station/all/,station
芝公園駅,品川・田町・浜松町,shinagawa,/shinagawa/shibakoen-station/all/,station
品川駅,品川・田町・浜松町,shinagawa,/shinagawa/shinagawa-station/all/,station
白金高輪駅,品川・田町・浜松町,shinagawa,/shinagawa/shirokanetakanawa-station/all/,station
田町駅・三田駅,品川・田町・浜松町,shinagawa,/shinagawa/tamachi-station/all/,station
天王洲アイル駅,品川・田町・浜松町,shinagawa,/shinagawa/tennozuisle-station/all/,station
御成門駅,新橋,shinbashi,/shinbashi/onarimon-station/all/,station
新橋駅銀座口,新橋,shinbashi,/shinbashi/shinbashi-station-ginza/all/,station
新橋駅日比谷口,新橋,shinbashi,/shinbashi/shinbashi-station-hibiya/all/,station
新橋駅烏森口,新橋,shinbashi,/shinbashi/shinbashi-station-karasumori/all/,station
内幸町駅・虎ノ門駅,新橋,shinbashi,/shinbashi/toranomon-station/all/,station
西新宿五丁目駅,新宿,shinjuku,/shinjuku/nishishinjukugochome-station/all/,station
新宿駅東口・東新宿駅（歌舞伎町）,新宿,shinjuku,/shinjuku/shinjuku-station-east/all/,station
新宿駅南口・東南口,新宿,shinjuku,/shinjuku/shinjuku-station-south/all/,station
新宿駅西口・西新宿駅,新宿,shinjuku,/shinjuku/shinjuku-station-west/all/,station
新宿御苑前駅,新宿,shinjuku,/shinjuku/shinjukugyoen-station/all/,station
長堀橋駅・松屋町駅,心斎橋,shinsaibashi,/shinsaibashi/nagahoribashi-station/all/,station
西長堀駅,心斎橋,shinsaibashi,/shinsaibashi/nishinagahori-station/all/,station
心斎橋駅・四ツ橋駅・西大橋駅,心斎橋,shinsaibashi,/shinsaibashi/shinsaibashi-station/all/,station
千種駅,新栄町・千種・今池,shinsakae,/shinsakae/chikusa-station/all/,station
吹上駅,新栄町・千種・今池,shinsakae,/shinsakae/fukiage-station/all/,station
池下駅,新栄町・千種・今池,shinsakae,/shinsakae/ikeshita-station/all/,station
今池駅,新栄町・千種・今池,shinsakae,/shinsakae/imaike-station/all/,station
覚王山駅,新栄町・千種・今池,shinsakae,/shinsakae/kakuozan-station/all/,station
新栄町駅,新栄町・千種・今池,shinsakae,/shinsakae/shinsakaemachi-station/all/,station
高岳駅,新栄町・千種・今池,shinsakae,/shinsakae/takaoka-station/all/,station
菊名駅,新横浜・菊名,shinyokohama,/shinyokohama/kikuna-station/all/,station
中山駅,新横浜・菊名,shinyokohama,/shinyokohama/nakayama-station/all/,station
大倉山駅,新横浜・菊名,shinyokohama,/shinyokohama/okurayama-station/all/,station
新横浜駅,新横浜・菊名,shinyokohama,/shinyokohama/shinyokohama-station/all/,station
荒畑駅,名古屋・昭和区・天白区,showa,/showa/arahata-station/all/,station
御器所駅,名古屋・昭和区・天白区,showa,/showa/gokiso-station/all/,station
原駅,名古屋・昭和区・天白区,showa,/showa/hara-station/all/,station
平針駅,名古屋・昭和区・天白区,showa,/showa/hirabari-station/all/,station
川名駅,名古屋・昭和区・天白区,showa,/showa/kawana-station/all/,station
塩釜口駅,名古屋・昭和区・天白区,showa,/showa/shiogamaguchi-station/all/,station
植田駅,名古屋・昭和区・天白区,showa,/showa/ueda-station/all/,station
新田駅,草加・谷塚,souka,/souka/shinden-station/all/,station
草加駅,草加・谷塚,souka,/souka/souka-station/all/,station
谷塚駅,草加・谷塚,souka,/souka/yatsuka-station/all/,station
後楽園駅,水道橋・御茶ノ水,suidobashi,/suidobashi/korakuen-station/all/,station
水道橋駅,水道橋・御茶ノ水,suidobashi,/suidobashi/suidobashi-station/all/,station
立川駅北口,立川,tachikawa,/tachikawa/tachikawa-station-north/all/,station
立川駅南口,立川,tachikawa,/tachikawa/tachikawa-station-south/all/,station
平野駅,谷町九丁目,tanikyu,/tanikyu/hirano-station/all/,station
喜連瓜破駅,谷町九丁目,tanikyu,/tanikyu/kireuriwari-station/all/,station
玉造駅,谷町九丁目,tanikyu,/tanikyu/tamatsukuri-station/all/,station
谷町九丁目駅・上本町駅,谷町九丁目,tanikyu,/tanikyu/tanikyu-station/all/,station
谷町六丁目駅,谷町九丁目,tanikyu,/tanikyu/taniroku-station/all/,station
天王寺駅・寺田町駅,谷町九丁目,tanikyu,/tanikyu/tennoji-station/all/,station
東部市場前駅,谷町九丁目,tanikyu,/tanikyu/tobushijomae-station/all/,station
鶴橋駅,谷町九丁目,tanikyu,/tanikyu/tsuruhashi-station/all/,station
南森町駅・大阪天満宮駅,天満・南森町,tenma,/tenma/minamimorimachi-station/all/,station
中崎町駅,天満・南森町,tenma,/tenma/nakazakicho-station/all/,station
天満駅・扇町駅,天満・南森町,tenma,/tenma/tenma-station/all/,station
天満橋駅,天満・南森町,tenma,/tenma/tenmabashi-station/all/,station
天神橋筋六丁目駅,天満・南森町,tenma,/tenma/tenroku-station/all/,station
荒子川公園駅,東海通・高畑,tokaidori,/tokaidori/arakogawakoen-station/all/,station
港北駅,東海通・高畑,tokaidori,/tokaidori/kohoku-station/all/,station
南荒子駅,東海通・高畑,tokaidori,/tokaidori/minamiarako-station/all/,station
港区役所駅,東海通・高畑,tokaidori,/tokaidori/minatokuyakusho-station/all/,station
中島駅,東海通・高畑,tokaidori,/tokaidori/nakajima-station/all/,station
高畑駅,東海通・高畑,tokaidori,/tokaidori/takabata-station/all/,station
戸田駅,東海通・高畑,tokaidori,/tokaidori/toda-station/all/,station
東海通駅,東海通・高畑,tokaidori,/tokaidori/tokaidori-station/all/,station
築地口駅,東海通・高畑,tokaidori,/tokaidori/tsukijiguchi-station/all/,station
東所沢駅,所沢・入間,tokorozawa,/tokorozawa/higashitokorozawa-station/all/,station
小手指駅,所沢・入間,tokorozawa,/tokorozawa/kotesashi-station/all/,station
西所沢駅,所沢・入間,tokorozawa,/tokorozawa/nishitokorozawa-station/all/,station
狭山ヶ丘駅,所沢・入間,tokorozawa,/tokorozawa/sayamagaoka-station/all/,station
新所沢駅,所沢・入間,tokorozawa,/tokorozawa/shintokorozawa-station/all/,station
所沢駅,所沢・入間,tokorozawa,/tokorozawa/tokorozawa-station/all/,station
八丁堀駅,東京・八重洲,tokyo,/tokyo/hatchobori-station/all/,station
京橋駅・宝町駅,東京・八重洲,tokyo,/tokyo/kyobashi-station/all/,station
東京駅（八重洲・丸の内）,東京・八重洲,tokyo,/tokyo/tokyo-station/all/,station
北習志野駅,津田沼・習志野,tsudanuma,/tsudanuma/kitanarashino-station/all/,station
実籾駅,津田沼・習志野,tsudanuma,/tsudanuma/mimomi-station/all/,station
高根公団駅,津田沼・習志野,tsudanuma,/tsudanuma/takanekodan-station/all/,station
津田沼駅,津田沼・習志野,tsudanuma,/tsudanuma/tsudanuma-station/all/,station
上前津駅,大須・鶴舞,tsurumai,/tsurumai/kamimaezu-station/all/,station
大須観音駅,大須・鶴舞,tsurumai,/tsurumai/osukannon-station/all/,station
鶴舞駅,大須・鶴舞,tsurumai,/tsurumai/tsurumai-station/all/,station
浅草駅・田原町駅,上野・浅草・御徒町,ueno,/ueno/asakusa-station/all/,station
稲荷町駅,上野・浅草・御徒町,ueno,/ueno/inaricho-station/all/,station
御徒町駅・湯島駅,上野・浅草・御徒町,ueno,/ueno/okachimachi-station/all/,station
上野駅,上野・浅草・御徒町,ueno,/ueno/ueno-station/all/,station
東川口駅,浦和・武蔵浦和,urawa,/urawa/higashikawaguchi-station/all/,station
東浦和駅,浦和・武蔵浦和,urawa,/urawa/higashiurawa-station/all/,station
北浦和駅,浦和・武蔵浦和,urawa,/urawa/kitaurawa-station/all/,station
北与野駅,浦和・武蔵浦和,urawa,/urawa/kitayono-station/all/,station
南浦和駅,浦和・武蔵浦和,urawa,/urawa/minamiurawa-station/all/,station
武蔵浦和駅,浦和・武蔵浦和,urawa,/urawa/musashiurawa-station/all/,station
浦和駅,浦和・武蔵浦和,urawa,/urawa/urawa-station/all/,station
与野駅,浦和・武蔵浦和,urawa,/urawa/yono-station/all/,station
行徳駅,浦安・行徳,urayasu,/urayasu/gyotoku-station/all/,station
南行徳駅,浦安・行徳,urayasu,/urayasu/minamigyotoku-station/all/,station
妙典駅,浦安・行徳,urayasu,/urayasu/myoden-station/all/,station
浦安駅,浦安・行徳,urayasu,/urayasu/urayasu-station/all/,station
中央林間駅,大和・南林間,yamato,/yamato/chuorinkan-station/all/,station
二俣川駅,大和・南林間,yamato,/yamato/futamatagawa-station/all/,station
南林間駅,大和・南林間,yamato,/yamato/minamirinkan-station/all/,station
さがみ野駅,大和・南林間,yamato,/yamato/sagamino-station/all/,station
相模大塚駅,大和・南林間,yamato,/yamato/sagamiotsuka-station/all/,station
鶴ヶ峰駅,大和・南林間,yamato,/yamato/tsurugamine-station/all/,station
鶴間駅,大和・南林間,yamato,/yamato/tsuruma-station/all/,station
大和駅,大和・南林間,yamato,/yamato/yamato-station/all/,station
阪東橋駅,横浜・関内,yokohama,/yokohama/bandobashi-station/all/,station
東神奈川駅,横浜・関内,yokohama,/yokohama/higashikanagawa-station/all/,station
日ノ出町駅,横浜・関内,yokohama,/yokohama/hinodecho-station/all/,station
伊勢佐木長者町駅,横浜・関内,yokohama,/yokohama/isezakichojamachi-station/all/,station
関内駅,横浜・関内,yokohama,/yokohama/kannai-station/all/,station
黄金町駅,横浜・関内,yokohama,/yokohama/koganecho-station/all/,station
元町・中華街駅,横浜・関内,yokohama,/yokohama/motomachichukagai-station/all/,station
桜木町駅,横浜・関内,yokohama,/yokohama/sakuragicho-station/all/,station
反町駅,横浜・関内,yokohama,/yokohama/tanmachi-station/all/,station
天王町駅,横浜・関内,yokohama,/yokohama/tennocho-station/all/,station
横浜駅・神奈川駅,横浜・関内,yokohama,/yokohama/yokohama-station/all/,station
秋田,,akita,/akita/,area_direct
尼崎・西宮,,amagasaki,/amagasaki/,area_direct
青森・弘前,,aomori,/aomori/,area_direct
知多・大府・半田,,chita,/chita/,area_direct
愛媛・松山,,ehime,/ehime/,area_direct
福井・片町,,fukui,/fukui/,area_direct
福島・郡山,,fukushima,/fukushima/,area_direct
岐阜・岐南・羽島,,gifu,/gifu/,area_direct
群馬・高崎,,gunma,/gunma/,area_direct
浜松・掛川,,hamamatsu,/hamamatsu/,area_direct
姫路・明石,,himeji,/himeji/,area_direct
広島・福山,,hiroshima,/hiroshima/,area_direct
茨城央北（水戸・神栖）,,ibaraki,/ibaraki/,area_direct
市原・木更津・房総,,ichihara,/ichihara/,area_direct
石川・金沢,,ishikawa,/ishikawa/,area_direct
岩手・盛岡,,iwate,/iwate/,area_direct
香川・高松,,kagawa,/kagawa/,area_direct
鹿児島・霧島,,kagoshima,/kagoshima/,area_direct
川越・東松山,,kawagoe,/kawagoe/,area_direct
高知,,kochi,/kochi/,area_direct
小牧・春日井,,komaki,/komaki/,area_direct
熊谷・行田,,kumagaya,/kumagaya/,area_direct
熊本・玉名,,kumamoto,/kumamoto/,area_direct
久留米・筑後,,kurume,/kurume/,area_direct
四日市・鈴鹿,,mie,/mie/,area_direct
美濃・多治見・飛騨,,mino,/mino/,area_direct
宮崎,,miyazaki,/miyazaki/,area_direct
長野・松本,,nagano,/nagano/,area_direct
長崎・佐世保,,nagasaki,/nagasaki/,area_direct
奈良・生駒,,nara,/nara/,area_direct
成田・富里,,narita,/narita/,area_direct
新潟・長岡,,niigata,/niigata/,area_direct
沼津・富士,,numazu,/numazu/,area_direct
大垣・瑞穂,,ogaki,/ogaki/,area_direct
大分,,oita,/oita/,area_direct
岡山・倉敷,,okayama,/okayama/,area_direct
沖縄・那覇,,okinawa,/okinawa/,area_direct
尾張・一宮,,owari,/owari/,area_direct
佐賀・小城,,saga,/saga/,area_direct
北海道・札幌（すすき,,sapporo,/sapporo/,area_direct
宮城・仙台,,sendai,/sendai/,area_direct
滋賀・大津,,shiga,/shiga/,area_direct
島根・松江,,shimane,/shimane/,area_direct
静岡・中部,,shizuoka,/shizuoka/,area_direct
栃木・宇都宮,,tochigi,/tochigi/,area_direct
徳島,,tokushima,/tokushima/,area_direct
鳥取・米子,,tottori,/tottori/,area_direct
富山・高岡,,toyama,/toyama/,area_direct
東三河・豊橋・豊川,,toyohashi,/toyohashi/,area_direct
西三河・豊田・岡崎,,toyota,/toyota/,area_direct
津・松阪・南部,,tsu,/tsu/,area_direct
茨城西南（つくば・土浦）,,tsukuba,/tsukuba/,area_direct
和歌山,,wakayama,/wakayama/,area_direct
八千代・四街道・佐倉,,yachiyo,/yachiyo/,area_direct
山形・米沢,,yamagata,/yamagata/,area_direct
山口・下関,,yamaguchi,/yamaguchi/,area_direct
山梨・甲府,,yamanashi,/yamanashi/,area_direct
