station_name,parent_slug,parent_name,url
荻窪駅,ogikubo,荻窪・阿佐ヶ谷,/ogikubo/ogikubo-station/all/
西荻窪駅,ogikubo,荻窪・阿佐ヶ谷,/ogikubo/nishiogikubo-station/all/
阿佐ヶ谷駅,ogikubo,荻窪・阿佐ヶ谷,/ogikubo/asagaya-station/all/
新大久保駅・大久保駅,okubo,大久保・高田馬場,/okubo/okubo-station/all/
高田馬場駅・西早稲田駅,okubo,大久保・高田馬場,/okubo/takadanobaba-station/all/
さいたま新都心駅,omiya,大宮・さいたま,/omiya/saitamashintoshin-station/all/
土呂駅,omiya,大宮・さいたま,/omiya/toro-station/all/
大宮駅,omiya,大宮・さいたま,/omiya/omiya-station/all/
日進駅,omiya,大宮・さいたま,/omiya/nisshin-station/all/
東大宮駅,omiya,大宮・さいたま,/omiya/higashiomiya-station/all/
ときわ台駅,ooyama,東武東上線・大山・下赤塚,/ooyama/tokiwadai-station/all/
上板橋駅,ooyama,東武東上線・大山・下赤塚,/ooyama/kamiitabashi-station/all/
下赤塚駅,ooyama,東武東上線・大山・下赤塚,/ooyama/shimoakatsuka-station/all/
中板橋駅,ooyama,東武東上線・大山・下赤塚,/ooyama/nakaitabashi-station/all/
大山駅,ooyama,東武東上線・大山・下赤塚,/ooyama/ooyama-station/all/
成増駅,ooyama,東武東上線・大山・下赤塚,/ooyama/narimasu-station/all/
東武練馬駅,ooyama,東武東上線・大山・下赤塚,/ooyama/tobunerima-station/all/
東梅田駅,osakakita,大阪キタ・梅田,/osakakita/higashiumeda-station/all/
梅田駅,osakakita,大阪キタ・梅田,/osakakita/umeda-station/all/
福島駅,osakakita,大阪キタ・梅田,/osakakita/fukushima-station/all/
西梅田駅・北新地駅,osakakita,大阪キタ・梅田,/osakakita/nishiumeda-station/all/
野田駅,osakakita,大阪キタ・梅田,/osakakita/noda-station/all/
大国町駅,osakaminami,難波・日本橋,/osakaminami/daikokucho-station/all/
天下茶屋駅,osakaminami,難波・日本橋,/osakaminami/tengachaya-station/all/
恵美須町駅,osakaminami,難波・日本橋,/osakaminami/ebisucho-station/all/
新今宮駅,osakaminami,難波・日本橋,/osakaminami/shinimamiya-station/all/
日本橋駅（大阪）,osakaminami,難波・日本橋,/osakaminami/nipponbashi-station/all/
桜川駅,osakaminami,難波・日本橋,/osakaminami/sakuragawa-station/all/
難波駅（なんば）,osakaminami,難波・日本橋,/osakaminami/nanba-station/all/
味美駅,otai,小田井・比良,/otai/ajiyoshi-station/all/
味鋺駅,otai,小田井・比良,/otai/ajima-station/all/
小田井駅・上小田井駅,otai,小田井・比良,/otai/otai-station/all/
庄内通駅,otai,小田井・比良,/otai/shonaidori-station/all/
比良駅,otai,小田井・比良,/otai/hira-station/all/
浄心駅,otai,小田井・比良,/otai/joshin-station/all/
大塚駅,otsuka,大塚・巣鴨・駒込,/otsuka/otsuka-station/all/
巣鴨駅,otsuka,大塚・巣鴨・駒込,/otsuka/sugamo-station/all/
新大塚駅,otsuka,大塚・巣鴨・駒込,/otsuka/shinotsuka-station/all/
駒込駅,otsuka,大塚・巣鴨・駒込,/otsuka/komagome-station/all/
乃木坂駅,roppongi,六本木・麻布十番,/roppongi/nogizaka-station/all/
六本木駅,roppongi,六本木・麻布十番,/roppongi/roppongi-station/all/
赤羽橋駅,roppongi,六本木・麻布十番,/roppongi/akabanebashi-station/all/
麻布十番駅,roppongi,六本木・麻布十番,/roppongi/azabujuban-station/all/
橋本駅,sagamihara,相模原・橋本,/sagamihara/hashimoto-station/all/
淵野辺駅,sagamihara,相模原・橋本,/sagamihara/fuchinobe-station/all/
相模原駅,sagamihara,相模原・橋本,/sagamihara/sagamihara-station/all/
矢部駅,sagamihara,相模原・橋本,/sagamihara/yabe-station/all/
小田急相模原駅,sagamiono,相模大野・小田急相模原,/sagamiono/odakyusagamihara-station/all/
相模大野駅,sagamiono,相模大野・小田急相模原,/sagamiono/sagamiono-station/all/
あざみ野駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/azamino-station/all/
たまプラーザ駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/tamapuraza-station/all/
センター北駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/centerkita-station/all/
センター南駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/centerminami-station/all/
宮崎台駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/miyazakidai-station/all/
長津田駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/nagatsuta-station/all/
青葉台駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/aobadai-station/all/
鷺沼駅,saginuma,鷺沼・たまプラーザ・青葉台,/saginuma/saginuma-station/all/
丸の内駅・伏見駅,sakae,栄,/sakae/marunouchi-station/all/
栄駅・久屋大通駅,sakae,栄,/sakae/sakae-station/all/
矢場町駅,sakae,栄,/sakae/yabacho-station/all/
なかもず駅,sakai,堺・南大阪,/sakai/nakamozu-station/all/
堺市駅,sakai,堺・南大阪,/sakai/sakaishi-station/all/
堺東駅,sakai,堺・南大阪,/sakai/sakaihigashi-station/all/
堺駅,sakai,堺・南大阪,/sakai/sakai-station/all/
御陵前駅,sakai,堺・南大阪,/sakai/goryomae-station/all/
三軒茶屋駅北口・パティオ口,sangenjaya,三軒茶屋,/sangenjaya/sangenjaya-station-north/all/
三軒茶屋駅南口,sangenjaya,三軒茶屋,/sangenjaya/sangenjaya-station-south/all/
桜新町駅,sangenjaya,三軒茶屋,/sangenjaya/Sakurashimmachi-station/all/
池尻大橋駅,sangenjaya,三軒茶屋,/sangenjaya/ikejiri-station/all/
用賀駅,sangenjaya,三軒茶屋,/sangenjaya/yoga-station/all/
駒沢大学駅,sangenjaya,三軒茶屋,/sangenjaya/komazawadaigaku-station/all/
上井草駅,shakujii,西武新宿線・上石神井,/shakujii/kamiigusa-station/all/
上石神井駅,shakujii,西武新宿線・上石神井,/shakujii/kamishakujii-station/all/
武蔵関駅,shakujii,西武新宿線・上石神井,/shakujii/musashiseki-station/all/
鷺ノ宮駅,shakujii,西武新宿線・上石神井,/shakujii/saginomiya-station/all/
代々木駅,shibuya,渋谷・代々木・原宿,/shibuya/yoyogi-station/all/
北参道駅,shibuya,渋谷・代々木・原宿,/shibuya/kitasando-station/all/
原宿駅・表参道駅・青山駅,shibuya,渋谷・代々木・原宿,/shibuya/harajuku-station/all/
渋谷駅,shibuya,渋谷・代々木・原宿,/shibuya/shibuya-station/all/
神泉駅,shibuya,渋谷・代々木・原宿,/shibuya/shinsen-station/all/
ふじみ野駅,shiki,志木・みずほ台,/shiki/fujimino-station/all/
みずほ台駅,shiki,志木・みずほ台,/shiki/mizuhodai-station/all/
上福岡駅,shiki,志木・みずほ台,/shiki/kamifukuoka-station/all/
和光市駅,shiki,志木・みずほ台,/shiki/wakoshi-station/all/
志木駅,shiki,志木・みずほ台,/shiki/shiki-station/all/
新座駅,shiki,志木・みずほ台,/shiki/niiza-station/all/
朝霞台駅・北朝霞駅,shiki,志木・みずほ台,/shiki/asakadai-station/all/
朝霞駅,shiki,志木・みずほ台,/shiki/asaka-station/all/
鶴瀬駅,shiki,志木・みずほ台,/shiki/tsuruse-station/all/
下北沢駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/shimokitazawa-station/all/
代々木上原駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/yoyogiuehara-station/all/
千歳船橋駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/chitosefunabashi-station/all/
喜多見駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/kitami-station/all/
新代田駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/shindaita-station/all/
祖師ヶ谷大蔵駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/soshigayaokura-station/all/
経堂駅,shimokitazawa,小田急線沿線・下北沢,/shimokitazawa/kyodo-station/all/
品川駅,shinagawa,品川・田町・浜松町,/shinagawa/shinagawa-station/all/
天王洲アイル駅,shinagawa,品川・田町・浜松町,/shinagawa/tennozuisle-station/all/
泉岳寺駅,shinagawa,品川・田町・浜松町,/shinagawa/sengakuji-station/all/
浜松町駅・大門駅,shinagawa,品川・田町・浜松町,/shinagawa/hamamatsucho-station/all/
田町駅・三田駅,shinagawa,品川・田町・浜松町,/shinagawa/tamachi-station/all/
白金高輪駅,shinagawa,品川・田町・浜松町,/shinagawa/shirokanetakanawa-station/all/
芝公園駅,shinagawa,品川・田町・浜松町,/shinagawa/shibakoen-station/all/
内幸町駅・虎ノ門駅,shinbashi,新橋,/shinbashi/toranomon-station/all/
御成門駅,shinbashi,新橋,/shinbashi/onarimon-station/all/
新橋駅日比谷口,shinbashi,新橋,/shinbashi/shinbashi-station-hibiya/all/
新橋駅烏森口,shinbashi,新橋,/shinbashi/shinbashi-station-karasumori/all/
新橋駅銀座口,shinbashi,新橋,/shinbashi/shinbashi-station-ginza/all/
新宿御苑前駅,shinjuku,新宿,/shinjuku/shinjukugyoen-station/all/
新宿駅南口・東南口,shinjuku,新宿,/shinjuku/shinjuku-station-south/all/
新宿駅東口・東新宿駅（歌舞伎町）,shinjuku,新宿,/shinjuku/shinjuku-station-east/all/
新宿駅西口・西新宿駅,shinjuku,新宿,/shinjuku/shinjuku-station-west/all/
西新宿五丁目駅,shinjuku,新宿,/shinjuku/nishishinjukugochome-station/all/
心斎橋駅・四ツ橋駅・西大橋駅,shinsaibashi,心斎橋,/shinsaibashi/shinsaibashi-station/all/
西長堀駅,shinsaibashi,心斎橋,/shinsaibashi/nishinagahori-station/all/
長堀橋駅・松屋町駅,shinsaibashi,心斎橋,/shinsaibashi/nagahoribashi-station/all/
今池駅,shinsakae,新栄町・千種・今池,/shinsakae/imaike-station/all/
千種駅,shinsakae,新栄町・千種・今池,/shinsakae/chikusa-station/all/
吹上駅,shinsakae,新栄町・千種・今池,/shinsakae/fukiage-station/all/
新栄町駅,shinsakae,新栄町・千種・今池,/shinsakae/shinsakaemachi-station/all/
池下駅,shinsakae,新栄町・千種・今池,/shinsakae/ikeshita-station/all/
覚王山駅,shinsakae,新栄町・千種・今池,/shinsakae/kakuozan-station/all/
高岳駅,shinsakae,新栄町・千種・今池,/shinsakae/takaoka-station/all/
中山駅,shinyokohama,新横浜・菊名,/shinyokohama/nakayama-station/all/
大倉山駅,shinyokohama,新横浜・菊名,/shinyokohama/okurayama-station/all/
新横浜駅,shinyokohama,新横浜・菊名,/shinyokohama/shinyokohama-station/all/
菊名駅,shinyokohama,新横浜・菊名,/shinyokohama/kikuna-station/all/
原駅,showa,名古屋・昭和区・天白区,/showa/hara-station/all/
塩釜口駅,showa,名古屋・昭和区・天白区,/showa/shiogamaguchi-station/all/
川名駅,showa,名古屋・昭和区・天白区,/showa/kawana-station/all/
平針駅,showa,名古屋・昭和区・天白区,/showa/hirabari-station/all/
御器所駅,showa,名古屋・昭和区・天白区,/showa/gokiso-station/all/
植田駅,showa,名古屋・昭和区・天白区,/showa/ueda-station/all/
荒畑駅,showa,名古屋・昭和区・天白区,/showa/arahata-station/all/
新田駅,souka,草加・谷塚,/souka/shinden-station/all/
草加駅,souka,草加・谷塚,/souka/souka-station/all/
谷塚駅,souka,草加・谷塚,/souka/yatsuka-station/all/
後楽園駅,suidobashi,水道橋・御茶ノ水,/suidobashi/korakuen-station/all/
水道橋駅,suidobashi,水道橋・御茶ノ水,/suidobashi/suidobashi-station/all/
立川駅北口,tachikawa,立川,/tachikawa/tachikawa-station-north/all/
立川駅南口,tachikawa,立川,/tachikawa/tachikawa-station-south/all/
喜連瓜破駅,tanikyu,谷町九丁目,/tanikyu/kireuriwari-station/all/
天王寺駅・寺田町駅,tanikyu,谷町九丁目,/tanikyu/tennoji-station/all/
平野駅,tanikyu,谷町九丁目,/tanikyu/hirano-station/all/
東部市場前駅,tanikyu,谷町九丁目,/tanikyu/tobushijomae-station/all/
玉造駅,tanikyu,谷町九丁目,/tanikyu/tamatsukuri-station/all/
谷町九丁目駅・上本町駅,tanikyu,谷町九丁目,/tanikyu/tanikyu-station/all/
谷町六丁目駅,tanikyu,谷町九丁目,/tanikyu/taniroku-station/all/
鶴橋駅,tanikyu,谷町九丁目,/tanikyu/tsuruhashi-station/all/
中崎町駅,tenma,天満・南森町,/tenma/nakazakicho-station/all/
南森町駅・大阪天満宮駅,tenma,天満・南森町,/tenma/minamimorimachi-station/all/
天満橋駅,tenma,天満・南森町,/tenma/tenmabashi-station/all/
天満駅・扇町駅,tenma,天満・南森町,/tenma/tenma-station/all/
天神橋筋六丁目駅,tenma,天満・南森町,/tenma/tenroku-station/all/
中島駅,tokaidori,東海通・高畑,/tokaidori/nakajima-station/all/
南荒子駅,tokaidori,東海通・高畑,/tokaidori/minamiarako-station/all/
戸田駅,tokaidori,東海通・高畑,/tokaidori/toda-station/all/
東海通駅,tokaidori,東海通・高畑,/tokaidori/tokaidori-station/all/
港北駅,tokaidori,東海通・高畑,/tokaidori/kohoku-station/all/
港区役所駅,tokaidori,東海通・高畑,/tokaidori/minatokuyakusho-station/all/
築地口駅,tokaidori,東海通・高畑,/tokaidori/tsukijiguchi-station/all/
荒子川公園駅,tokaidori,東海通・高畑,/tokaidori/arakogawakoen-station/all/
高畑駅,tokaidori,東海通・高畑,/tokaidori/takabata-station/all/
小手指駅,tokorozawa,所沢・入間,/tokorozawa/kotesashi-station/all/
所沢駅,tokorozawa,所沢・入間,/tokorozawa/tokorozawa-station/all/
新所沢駅,tokorozawa,所沢・入間,/tokorozawa/shintokorozawa-station/all/
東所沢駅,tokorozawa,所沢・入間,/tokorozawa/higashitokorozawa-station/all/
狭山ヶ丘駅,tokorozawa,所沢・入間,/tokorozawa/sayamagaoka-station/all/
西所沢駅,tokorozawa,所沢・入間,/tokorozawa/nishitokorozawa-station/all/
京橋駅・宝町駅,tokyo,東京・八重洲,/tokyo/kyobashi-station/all/
八丁堀駅,tokyo,東京・八重洲,/tokyo/hatchobori-station/all/
東京駅（八重洲・丸の内）,tokyo,東京・八重洲,/tokyo/tokyo-station/all/
北習志野駅,tsudanuma,津田沼・習志野,/tsudanuma/kitanarashino-station/all/
実籾駅,tsudanuma,津田沼・習志野,/tsudanuma/mimomi-station/all/
津田沼駅,tsudanuma,津田沼・習志野,/tsudanuma/tsudanuma-station/all/
高根公団駅,tsudanuma,津田沼・習志野,/tsudanuma/takanekodan-station/all/
上前津駅,tsurumai,大須・鶴舞,/tsurumai/kamimaezu-station/all/
大須観音駅,tsurumai,大須・鶴舞,/tsurumai/osukannon-station/all/
鶴舞駅,tsurumai,大須・鶴舞,/tsurumai/tsurumai-station/all/
上野駅,ueno,上野・浅草・御徒町,/ueno/ueno-station/all/
御徒町駅・湯島駅,ueno,上野・浅草・御徒町,/ueno/okachimachi-station/all/
浅草駅・田原町駅,ueno,上野・浅草・御徒町,/ueno/asakusa-station/all/
稲荷町駅,ueno,上野・浅草・御徒町,/ueno/inaricho-station/all/
与野駅,urawa,浦和・武蔵浦和,/urawa/yono-station/all/
北与野駅,urawa,浦和・武蔵浦和,/urawa/kitayono-station/all/
北浦和駅,urawa,浦和・武蔵浦和,/urawa/kitaurawa-station/all/
南浦和駅,urawa,浦和・武蔵浦和,/urawa/minamiurawa-station/all/
東川口駅,urawa,浦和・武蔵浦和,/urawa/higashikawaguchi-station/all/
東浦和駅,urawa,浦和・武蔵浦和,/urawa/higashiurawa-station/all/
武蔵浦和駅,urawa,浦和・武蔵浦和,/urawa/musashiurawa-station/all/
浦和駅,urawa,浦和・武蔵浦和,/urawa/urawa-station/all/
南行徳駅,urayasu,浦安・行徳,/urayasu/minamigyotoku-station/all/
妙典駅,urayasu,浦安・行徳,/urayasu/myoden-station/all/
浦安駅,urayasu,浦安・行徳,/urayasu/urayasu-station/all/
行徳駅,urayasu,浦安・行徳,/urayasu/gyotoku-station/all/
さがみ野駅,yamato,大和・南林間,/yamato/sagamino-station/all/
中央林間駅,yamato,大和・南林間,/yamato/chuorinkan-station/all/
二俣川駅,yamato,大和・南林間,/yamato/futamatagawa-station/all/
南林間駅,yamato,大和・南林間,/yamato/minamirinkan-station/all/
大和駅,yamato,大和・南林間,/yamato/yamato-station/all/
相模大塚駅,yamato,大和・南林間,/yamato/sagamiotsuka-station/all/
鶴ヶ峰駅,yamato,大和・南林間,/yamato/tsurugamine-station/all/
鶴間駅,yamato,大和・南林間,/yamato/tsuruma-station/all/
伊勢佐木長者町駅,yokohama,横浜・関内,/yokohama/isezakichojamachi-station/all/
元町・中華街駅,yokohama,横浜・関内,/yokohama/motomachichukagai-station/all/
反町駅,yokohama,横浜・関内,/yokohama/tanmachi-station/all/
天王町駅,yokohama,横浜・関内,/yokohama/tennocho-station/all/
日ノ出町駅,yokohama,横浜・関内,/yokohama/hinodecho-station/all/
東神奈川駅,yokohama,横浜・関内,/yokohama/higashikanagawa-station/all/
桜木町駅,yokohama,横浜・関内,/yokohama/sakuragicho-station/all/
横浜駅・神奈川駅,yokohama,横浜・関内,/yokohama/yokohama-station/all/
関内駅,yokohama,横浜・関内,/yokohama/kannai-station/all/
阪東橋駅,yokohama,横浜・関内,/yokohama/bandobashi-station/all/
黄金町駅,yokohama,横浜・関内,/yokohama/koganecho-station/all/
